Location,Square_Feet,Lot_Size,Bedrooms,Bathrooms,Year_Built,Condition,Has_Basement,Price
Coastal,4611,13123,2,2,1996,Poor,No,676867.33
Rural,3161,22184,5,3,1969,Poor,Yes,120657.15
Suburban,1839,27072,1,1,1929,Poor,Yes,821407.12
Downtown,3321,22868,5,3,1988,Good,Yes,797942.03
Urban,1406,38593,6,2,1982,Excellent,Yes,314045.56
Urban,3779,8032,3,1,2003,Good,Yes,808985.27
Downtown,3577,42297,2,2,2009,Good,Yes,473991.99
Suburban,4747,44261,2,1,1982,Excellent,No,725570.59
Rural,3999,3249,4,1,1983,Excellent,No,976976.87
Rural,854,46924,6,1,1919,Good,No,838334.9
Downtown,3762,5188,3,2,1902,Poor,Yes,987042.42
Coastal,3705,24750,6,3,1948,Excellent,No,295056.85
Suburban,2947,9501,4,1,1943,Excellent,No,909389.33
Downtown,2188,34793,3,3,1994,Excellent,Yes,613927.97
Coastal,2891,32945,3,1,2001,Good,Yes,439250.69
Coastal,2034,36292,5,4,1997,Poor,Yes,160453.55
Suburban,4865,44180,6,4,1920,Excellent,No,519510.88
Downtown,1993,35419,3,2,1999,Excellent,Yes,754359.61
Downtown,2206,4722,1,1,1931,Excellent,No,323097.27
Urban,3005,27773,5,4,1979,Good,Yes,435600.4
Urban,3556,39851,2,4,2021,Good,No,633888.77
Urban,3485,20469,6,2,1970,Good,Yes,147386.22
Rural,3309,45027,1,2,1912,Excellent,No,888435.52
Rural,2935,43680,6,4,2008,Good,No,670332.53
Rural,3674,13233,1,1,1913,Good,Yes,686018.16
Rural,1110,29447,5,4,1962,Poor,No,938421.39
Downtown,1892,14727,3,1,1983,Poor,No,331987.28
Suburban,3214,13172,5,3,1929,Poor,No,302911.82
Urban,882,33556,5,3,2014,Excellent,No,150436.54
Rural,1402,35024,1,3,2014,Excellent,Yes,748549.11
Suburban,3898,9445,1,4,1964,Excellent,Yes,919306.44
Suburban,3175,10896,5,1,2012,Good,No,477428.32
Rural,3876,41652,3,3,1923,Poor,Yes,756842.94
Urban,2392,19015,5,2,1900,Excellent,Yes,669633.61
Coastal,2163,42348,3,1,1965,Poor,Yes,867043.03
Urban,2713,10874,1,3,1929,Poor,Yes,319301.0
Rural,1152,38710,3,2,1906,Poor,No,364348.89
Downtown,2288,23827,4,3,1975,Poor,Yes,445845.75
Suburban,3586,43923,3,2,2018,Good,Yes,579482.25
Urban,4787,43320,6,1,1901,Excellent,No,843103.14
Urban,1367,29480,1,2,1924,Poor,Yes,272981.38
Rural,3323,48826,1,2,1980,Good,No,969394.55
Downtown,1255,48215,6,4,1971,Excellent,Yes,841458.96
Rural,3592,19197,4,4,1910,Excellent,Yes,492966.35
Urban,2884,29322,2,4,1970,Excellent,No,874753.92
Coastal,4514,22394,6,2,1985,Excellent,No,212946.48
Downtown,3952,42636,2,3,1902,Poor,Yes,178206.5
Coastal,3383,48534,6,1,1945,Good,Yes,485222.02
Rural,4520,21718,2,1,1942,Excellent,No,252518.98
Urban,4541,31647,3,3,1911,Good,No,376997.66
Suburban,3251,24999,4,3,2002,Good,No,206283.26
Rural,1901,25452,6,2,2018,Excellent,No,538969.05
Urban,1981,49835,5,1,1974,Good,Yes,719657.74
Coastal,1912,48219,4,3,1962,Good,Yes,496096.64
Downtown,1092,14020,1,1,1975,Excellent,Yes,164167.78
Urban,1370,10574,2,1,1987,Good,No,594087.94
Downtown,1161,18110,6,3,1986,Good,No,917250.48
Suburban,2642,44012,6,1,1939,Good,Yes,933035.96
Suburban,1516,4336,6,1,1981,Poor,Yes,754654.35
Rural,2714,25815,5,2,2007,Excellent,No,888785.36
Coastal,3909,23902,5,1,1939,Excellent,No,253871.64
Urban,1534,27338,1,3,1984,Excellent,Yes,713019.79
Coastal,2610,18472,3,2,2023,Good,No,258405.27
Coastal,1748,41342,6,2,1997,Excellent,Yes,938882.68
Rural,2346,39445,1,3,1982,Excellent,Yes,698522.27
Urban,3405,19113,2,4,1942,Good,No,721929.13
Urban,2552,3143,1,3,1904,Excellent,Yes,247697.71
Suburban,1926,7310,4,2,1965,Poor,No,161159.3
Suburban,1171,3724,1,2,1983,Good,Yes,888803.19
Rural,4108,13897,2,4,1993,Poor,No,120703.83
Downtown,2553,4199,4,4,1939,Excellent,No,301860.1
Downtown,1911,22265,3,4,1911,Poor,No,196866.8
Coastal,1580,9420,4,1,2018,Excellent,No,579176.81
Urban,2913,8080,1,4,1934,Excellent,No,978874.71
Rural,4411,42559,5,1,1916,Excellent,No,834997.02
Rural,2747,6538,4,2,2008,Excellent,No,398762.72
Coastal,4189,18970,1,4,1989,Excellent,No,357550.68
Rural,3747,25151,4,4,1974,Poor,No,254198.43
Rural,4114,10258,1,3,2020,Poor,No,278107.83
Downtown,2871,9234,2,1,1956,Good,No,669858.26
Downtown,3952,22787,1,3,1914,Poor,Yes,607915.07
Urban,1418,42515,5,1,1908,Good,No,277498.66
Coastal,2022,36000,4,3,1972,Poor,Yes,754527.23
Coastal,3988,9004,2,3,2018,Excellent,No,699900.45
Coastal,2364,23828,1,1,1944,Poor,No,677819.08
Coastal,2484,19078,6,4,1901,Excellent,No,452619.89
Rural,1520,38111,6,3,1953,Poor,Yes,216519.5
Coastal,3672,23261,6,3,1972,Excellent,No,794490.55
Suburban,2300,41713,5,2,1975,Good,No,847890.63
Rural,2594,4523,5,2,2015,Excellent,Yes,720028.3
Downtown,1153,37118,4,4,1937,Poor,Yes,466154.82
Urban,2532,12605,1,4,2017,Good,Yes,598976.07
Coastal,3897,42233,2,1,1994,Excellent,No,521974.28
Coastal,3341,37564,4,4,1928,Good,Yes,808307.84
Urban,3473,22578,1,3,1930,Excellent,Yes,430019.58
Urban,2848,15204,3,1,1950,Excellent,Yes,237102.6
Urban,2865,8601,4,3,1928,Good,Yes,493825.15
Rural,3466,19054,1,1,1922,Poor,No,480062.28
Suburban,2027,15588,6,1,1904,Excellent,Yes,201578.94
Urban,1982,28434,2,4,1912,Poor,No,380614.18
Rural,1406,47351,3,1,2018,Poor,No,236537.74
Downtown,4837,3513,5,2,1934,Good,No,830379.84
Coastal,2770,41923,2,1,2019,Poor,No,795625.18
Coastal,4679,45522,6,2,1970,Good,Yes,882842.36
Downtown,4370,42938,4,4,1960,Good,No,550084.82
Urban,911,17616,3,1,1999,Good,No,280291.18
Downtown,3567,10570,4,1,1937,Excellent,Yes,160823.84
Rural,1462,12775,4,1,1973,Good,No,444130.73
Coastal,3738,24578,3,4,1994,Excellent,No,243055.56
Suburban,3518,39890,5,3,1974,Poor,No,262264.52
Urban,4618,49993,3,1,1993,Excellent,No,482435.83
Suburban,1244,41519,1,4,1943,Excellent,Yes,110164.46
Suburban,3563,22234,3,1,1982,Good,Yes,348002.24
Coastal,1905,19028,1,2,1947,Excellent,No,214087.53
Urban,1670,29364,2,1,1994,Poor,No,866733.24
Rural,4814,8040,6,3,2000,Poor,Yes,329218.03
Suburban,2164,45982,3,3,1929,Good,No,162312.94
Coastal,1068,9035,1,4,1969,Poor,No,316141.17
Downtown,1297,8366,6,2,1987,Excellent,No,868162.71
Suburban,1098,17540,3,1,2018,Good,No,986969.88
Downtown,1573,32500,1,4,1968,Excellent,Yes,200190.54
Urban,3927,40258,5,4,1956,Excellent,No,498168.29
Suburban,2704,19873,6,2,2001,Good,No,995071.55
Suburban,4069,5395,6,1,1945,Good,No,193439.02
Coastal,4157,48634,4,1,1925,Excellent,No,705535.15
Downtown,910,46578,5,2,1941,Excellent,Yes,895615.58
Coastal,2343,14736,6,2,2022,Excellent,Yes,121651.84
Coastal,3910,18153,1,4,1919,Excellent,Yes,462647.58
Rural,851,37028,5,1,2004,Poor,No,499294.94
Downtown,2814,18486,5,4,1994,Poor,Yes,579656.33
Downtown,3588,23116,2,2,1997,Excellent,No,212036.82
Rural,3333,13383,6,2,1987,Excellent,Yes,678180.16
Urban,2149,8612,4,4,2005,Good,Yes,835554.86
Downtown,1963,12388,5,3,2019,Excellent,No,542648.39
Coastal,4999,20181,6,3,2021,Poor,No,297724.36
Downtown,2117,34558,2,4,1918,Excellent,Yes,632518.76
Rural,3657,18829,5,1,1906,Good,No,376182.42
Downtown,1629,43303,6,4,1948,Good,Yes,110413.28
Rural,3328,29384,6,1,2008,Good,No,644882.36
Coastal,2498,44333,1,1,1939,Good,Yes,696067.94
Coastal,3677,38363,4,4,1987,Good,No,694940.64
Rural,2388,30363,1,4,1943,Good,Yes,756493.04
Coastal,959,20307,1,3,1955,Excellent,No,599892.25
Urban,2141,5251,4,2,1954,Good,Yes,964770.39
Urban,3085,40226,4,3,1916,Excellent,Yes,377059.85
Urban,1382,48646,5,2,1976,Good,No,889036.22
Urban,2206,35118,3,2,1909,Excellent,No,650819.17
Urban,4650,33571,1,1,1937,Poor,Yes,308386.49
Downtown,3008,8441,3,2,1986,Good,No,273390.73
Suburban,2967,39012,5,1,1983,Poor,Yes,182378.52
Urban,4915,29326,5,4,1945,Excellent,Yes,442945.49
Rural,3848,44540,6,2,2021,Poor,Yes,164029.35
Urban,4140,12355,2,2,1938,Good,No,811414.17
Rural,2401,36654,2,3,1991,Good,Yes,789660.9
Urban,3172,19520,3,3,1908,Poor,No,844839.9
Downtown,1893,35483,4,4,1981,Good,No,317708.93
Urban,2736,2240,3,4,2020,Excellent,No,835924.62
Downtown,4077,20728,2,2,1990,Excellent,Yes,276419.5
Rural,4178,11441,1,3,1969,Poor,Yes,279357.72
Suburban,4057,49150,4,3,1996,Excellent,No,723103.65
Downtown,2560,5457,1,2,1933,Good,No,619372.05
Rural,1322,11568,1,1,1925,Excellent,Yes,920552.49
Coastal,2766,14054,6,4,1960,Poor,Yes,258540.33
Coastal,2517,20163,6,4,1993,Good,Yes,469656.88
Downtown,2486,35921,5,1,1921,Good,No,272923.26
Coastal,2432,17199,3,3,1964,Good,No,202491.99
Suburban,3134,34142,5,1,1975,Excellent,No,211020.03
Urban,4763,5385,2,1,1995,Poor,No,126273.9
Suburban,933,2793,3,3,1982,Good,No,840686.81
Rural,1094,28417,6,1,1932,Poor,Yes,774195.1
Suburban,3645,15201,4,1,1920,Excellent,Yes,494970.35
Coastal,4063,3543,5,2,1916,Poor,No,913791.65
Coastal,2977,46460,6,2,1932,Poor,Yes,312362.57
Downtown,4035,47621,4,4,1917,Excellent,No,187712.96
Urban,4733,3297,2,3,1901,Good,Yes,667218.81
Downtown,2202,48940,5,1,1967,Good,No,868208.91
Urban,4186,16331,4,2,1967,Poor,Yes,637025.41
Urban,4219,28060,1,1,1997,Good,Yes,355361.47
Urban,3040,27799,6,4,2012,Excellent,Yes,892392.2
Downtown,4715,34150,2,1,1947,Excellent,Yes,946436.0
Urban,1665,21074,1,3,1936,Good,Yes,596918.23
Coastal,2228,41426,3,3,1917,Poor,No,361619.86
Urban,3709,18653,6,1,1964,Good,No,267900.97
Downtown,1276,28551,3,3,1949,Good,Yes,469511.01
Coastal,3635,7806,6,4,1920,Excellent,Yes,345292.15
Rural,2056,9178,1,3,1928,Poor,No,417155.26
Downtown,4726,38275,3,2,1992,Good,Yes,503503.54
Urban,1985,18910,4,3,2006,Poor,No,563860.41
Suburban,3096,27330,5,3,2019,Good,No,691930.61
Rural,3101,24950,5,1,1992,Excellent,Yes,979940.94
Coastal,2996,32113,5,2,1977,Poor,No,286062.82
Suburban,3344,32787,5,1,1940,Good,Yes,136066.8
Coastal,3727,2502,5,4,1983,Poor,No,779170.82
Downtown,4757,41396,5,4,1955,Poor,No,281707.43
Downtown,3828,46770,2,3,1909,Excellent,Yes,118166.79
Urban,3330,21443,2,4,1900,Excellent,No,730749.05
Coastal,1810,45232,5,2,1978,Good,Yes,650572.34
Suburban,2806,46409,2,2,1999,Good,Yes,393296.96
Coastal,4043,48121,3,4,1955,Excellent,No,537863.24
Rural,1393,47177,1,3,1946,Poor,Yes,403251.46
Rural,4541,43246,5,4,2014,Excellent,No,485335.87
Urban,3796,24951,1,1,1915,Excellent,No,639559.37
Coastal,2266,41067,5,2,1922,Excellent,Yes,639696.55
Urban,1466,38549,3,1,1907,Poor,No,712466.86
Suburban,4830,14180,3,4,2005,Good,No,220314.31
Coastal,2006,15654,1,4,1912,Excellent,Yes,415865.69
Rural,1315,29505,4,2,1914,Excellent,Yes,173726.24
Rural,2504,12385,3,2,1912,Poor,Yes,447714.95
Downtown,3917,6704,5,3,1997,Excellent,No,343302.0
Suburban,3706,23563,2,4,1992,Poor,No,919553.71
Suburban,1698,40833,2,1,2000,Good,Yes,131095.27
Coastal,4631,18885,2,3,1972,Excellent,No,649807.96
Urban,1977,15152,3,3,1993,Poor,Yes,381309.29
Downtown,1995,26830,6,1,2013,Excellent,No,580874.66
Suburban,3819,11397,3,3,2010,Poor,No,651836.69
Urban,1707,34780,1,3,1927,Excellent,Yes,720522.39
Urban,2549,8671,1,2,1977,Excellent,No,574747.97
Rural,4816,17487,4,4,1917,Good,Yes,127296.77
Rural,983,35401,6,3,1982,Poor,Yes,320699.05
Rural,4690,18896,1,3,2000,Excellent,Yes,520810.91
Suburban,1960,27203,6,4,1929,Excellent,Yes,373942.52
Suburban,3536,34210,6,3,2015,Good,No,885349.52
Coastal,4632,25067,4,4,1904,Good,No,663403.16
Downtown,3534,45567,4,3,1989,Poor,No,364886.37
Coastal,3202,29997,3,3,2008,Poor,No,737976.05
Downtown,2924,3363,3,4,1987,Excellent,Yes,135788.5
Coastal,4679,23558,1,2,2005,Poor,No,422035.14
Suburban,2055,6404,4,2,1961,Good,No,501331.99
Coastal,3572,24732,2,1,2021,Poor,No,960751.34
Coastal,1480,33062,3,3,1947,Good,Yes,989601.06
Downtown,3621,47756,2,2,1905,Good,No,433966.74
Suburban,2481,14057,4,4,1929,Excellent,No,391121.71
Coastal,1723,43671,2,2,2021,Poor,No,722999.64
Coastal,3853,10158,6,1,1981,Good,Yes,261278.76
Urban,3740,13920,3,1,1950,Poor,Yes,794614.04
Coastal,3074,20224,4,1,2010,Poor,No,146730.52
Rural,1529,15661,4,1,2023,Excellent,No,350306.66
Urban,2766,2792,2,2,1960,Excellent,Yes,420509.64
Coastal,1878,22624,2,1,1990,Excellent,Yes,528275.03
Coastal,1607,9929,5,2,1959,Good,No,351125.84
Downtown,1843,26929,1,3,1964,Excellent,Yes,289855.83
Suburban,3540,12062,1,3,1967,Good,No,907371.51
Urban,4262,43019,1,2,1915,Good,Yes,378378.05
Urban,2732,17125,3,3,1902,Good,Yes,559913.57
Suburban,908,32634,6,2,1919,Excellent,No,115196.38
Suburban,4999,25826,3,4,1943,Excellent,No,541372.47
Coastal,4169,16639,6,4,1984,Poor,No,362363.18
Urban,3301,24249,2,2,1911,Excellent,No,569156.41
Downtown,2681,48497,5,4,1916,Excellent,Yes,767614.05
Downtown,3663,14953,4,1,2018,Good,Yes,960536.99
Urban,3026,26593,1,4,2002,Poor,Yes,780676.01
Rural,2972,36224,2,2,1975,Poor,Yes,709047.96
Rural,1449,27352,6,3,2016,Good,Yes,468381.63
Suburban,1013,48366,4,1,1902,Excellent,No,530045.07
Urban,4710,29564,2,2,2022,Poor,No,792379.66
Urban,3727,27497,3,2,2017,Poor,No,699996.37
Rural,4971,27018,5,2,1976,Excellent,No,948938.56
Suburban,4166,27418,2,4,1969,Poor,Yes,908405.51
Downtown,2057,23646,4,2,2012,Excellent,Yes,300054.35
Coastal,3922,17098,4,4,1925,Good,Yes,843146.91
Downtown,1097,15524,1,4,1949,Excellent,Yes,341578.97
Downtown,823,35392,4,4,1944,Excellent,No,496550.36
Suburban,2246,49940,6,1,1954,Good,No,654093.36
Suburban,884,16211,3,3,1989,Good,Yes,463737.96
Urban,2688,10528,4,1,1963,Poor,No,173591.23
Downtown,2926,20692,4,4,2000,Poor,Yes,710878.31
Downtown,2655,21785,1,1,1994,Poor,No,513293.23
Coastal,1053,28621,4,4,2015,Good,No,173454.72
Rural,1947,38987,1,3,1923,Excellent,Yes,333586.74
Coastal,4327,18134,6,1,1957,Poor,No,100260.87
Urban,1655,19362,2,1,1995,Excellent,Yes,502212.17
Coastal,1183,15174,6,2,1936,Excellent,Yes,781560.98
Suburban,4883,13272,3,2,2015,Excellent,Yes,622875.03
Suburban,3555,25242,1,2,1978,Good,No,682709.56
Urban,4816,13427,6,2,1976,Poor,Yes,729484.63
Downtown,2723,45371,2,4,1956,Good,No,144555.5
Suburban,4743,33318,2,2,1947,Excellent,Yes,564555.42
Rural,2562,19702,6,2,1993,Good,No,100898.97
Downtown,4062,15559,6,2,2012,Poor,No,273354.37
Rural,1801,33343,5,2,1999,Poor,No,870204.23
Coastal,3636,18868,1,3,1996,Good,Yes,783513.33
Coastal,829,20949,6,2,1971,Good,Yes,759098.04
Coastal,4185,26335,3,4,1980,Excellent,Yes,302199.0
Urban,1363,36077,6,3,1955,Excellent,Yes,439265.6
Downtown,4147,11471,5,4,1919,Good,Yes,224603.55
Urban,3844,28143,2,2,1906,Good,Yes,195158.41
Rural,2567,5799,3,2,1919,Poor,Yes,321380.95
Coastal,3481,21552,6,4,1986,Excellent,No,431481.21
Downtown,1380,16543,2,4,1944,Good,No,365765.15
Downtown,4238,35814,2,4,1975,Good,No,242096.16
Coastal,839,18871,5,1,1918,Good,Yes,879124.54
Rural,2134,15031,2,2,1903,Poor,Yes,674782.85
Downtown,885,42958,4,2,1942,Poor,No,256502.67
Coastal,4127,18398,6,1,1963,Good,Yes,598616.84
Urban,1028,33278,1,3,1903,Excellent,Yes,454147.11
Suburban,1087,15003,5,2,1976,Excellent,No,142135.43
Rural,1962,39813,5,4,2008,Excellent,Yes,255406.45
Coastal,3032,44621,6,3,1963,Poor,No,187023.94
Rural,4915,9158,2,2,2013,Poor,No,586039.35
Suburban,4555,40960,2,2,2002,Excellent,No,183662.25
Suburban,1246,26595,6,4,1970,Poor,No,497011.02
Rural,4188,49078,5,3,1945,Poor,Yes,328710.05
Downtown,2551,37424,2,3,2014,Good,No,373269.25
Coastal,2621,40890,6,3,1979,Poor,No,538051.35
Urban,883,6945,3,1,1949,Good,No,753242.14
Coastal,2128,24653,4,2,2008,Excellent,No,928215.06
Downtown,4956,17483,3,3,1954,Poor,No,232311.92
Coastal,2806,18735,4,4,1974,Excellent,No,510603.58
Coastal,4082,44345,5,3,1902,Good,No,920968.23
Suburban,1710,11848,1,4,1984,Good,No,285360.64
Rural,1200,30840,5,1,1916,Excellent,No,622010.32
Coastal,2705,22298,2,2,1947,Good,Yes,690696.94
Rural,2315,14090,6,3,1993,Excellent,No,664084.62
Downtown,4453,8981,2,1,1998,Poor,No,871827.85
Rural,1140,48815,6,4,1909,Poor,No,677975.27
Suburban,4323,19635,4,1,1950,Good,No,442030.91
Suburban,4605,24682,5,2,2016,Poor,No,339500.67
Downtown,3307,46556,1,4,1971,Poor,Yes,199699.02
Downtown,2548,9736,4,4,2009,Poor,Yes,539316.75
Rural,4207,6008,2,4,2009,Excellent,No,150373.98
Coastal,967,29537,1,4,1939,Excellent,No,132623.76
Downtown,1996,28495,4,1,1909,Excellent,Yes,474693.16
Coastal,1448,43707,1,2,2020,Poor,Yes,209648.09
Suburban,4860,30000,2,3,1908,Good,No,754877.48
Urban,3519,30019,2,2,1963,Poor,Yes,981557.57
Coastal,1332,11174,6,1,2002,Excellent,No,719575.63
Coastal,3524,15188,1,1,1998,Good,Yes,208960.17
Coastal,2040,40622,3,2,2003,Excellent,No,339191.39
Downtown,2449,33074,1,3,1962,Excellent,Yes,894088.85
Rural,1646,34645,5,2,2021,Excellent,Yes,766856.76
Suburban,3617,20875,2,2,1995,Good,No,987574.27
Urban,3355,8276,3,3,1951,Poor,No,760758.43
Coastal,3741,49851,5,2,1987,Poor,Yes,283873.3
Suburban,3480,28042,6,2,1907,Good,Yes,269666.73
Urban,1302,18388,3,3,1970,Excellent,Yes,950824.38
Suburban,1192,19628,6,1,2018,Excellent,No,402078.44
Downtown,2581,16385,6,4,1969,Poor,No,541759.46
Urban,3433,13259,3,4,1960,Poor,No,518782.36
Coastal,2716,33835,2,3,2009,Poor,No,305966.82
Suburban,1594,11308,1,1,1938,Excellent,No,601784.37
Coastal,1282,11926,2,4,1946,Poor,No,208609.37
Downtown,2406,21233,3,3,1918,Excellent,Yes,215409.2
Downtown,3160,32535,1,4,1942,Poor,Yes,783275.93
Urban,1386,27799,5,2,1925,Good,No,236745.09
Suburban,2625,20141,2,2,1944,Good,No,269773.68
Suburban,4362,40227,6,1,1935,Poor,Yes,355803.38
Coastal,4527,28891,4,4,2007,Excellent,No,780012.7
Rural,4105,45023,3,1,1947,Good,Yes,583976.21
Urban,3452,2817,2,4,1960,Good,No,807743.64
Suburban,4109,19191,3,3,1960,Good,No,192583.44
Rural,4874,6724,4,3,1945,Poor,No,275828.62
Suburban,2844,19073,3,4,2014,Excellent,Yes,560009.42
Downtown,3631,14589,1,3,1989,Good,No,117589.43
Urban,1299,16849,4,1,1955,Poor,No,563458.74
Downtown,2253,38464,2,2,1977,Good,Yes,937133.64
Downtown,4291,30493,4,2,1964,Good,No,900214.27
Downtown,3551,37420,6,3,1960,Good,No,537426.55
Suburban,4291,4693,2,3,1992,Poor,Yes,383352.39
Suburban,1374,28372,2,4,1945,Poor,No,184347.95
Rural,2889,44819,3,2,1967,Excellent,Yes,782088.24
Rural,2938,5002,4,4,1943,Poor,No,461561.48
Suburban,3940,41644,2,3,1980,Poor,No,133611.37
Urban,1486,33903,3,1,1905,Good,Yes,409692.1
Downtown,4860,14523,3,2,1946,Good,Yes,343865.98
Rural,1720,33267,2,4,1946,Poor,Yes,182368.95
Coastal,3725,44422,2,3,2006,Good,Yes,562286.23
Downtown,2797,22224,6,4,1939,Good,No,581802.88
Coastal,4761,43675,2,4,1955,Good,Yes,943984.11
Coastal,2441,2899,3,3,1954,Poor,Yes,199009.45
Downtown,3859,26334,2,3,1965,Good,Yes,436458.65
Coastal,1705,30416,2,2,1902,Poor,No,331446.17
Downtown,2224,25523,5,1,1966,Poor,Yes,373981.76
Downtown,3949,42015,3,2,1988,Poor,No,823730.64
Urban,1051,40153,4,4,1909,Poor,Yes,212193.41
Rural,3617,47164,5,2,1956,Good,Yes,217554.84
Downtown,2367,36600,4,3,1966,Excellent,No,860421.36
Urban,1178,36335,6,4,1909,Poor,No,505135.85
Suburban,2563,31441,1,4,1998,Good,No,241595.34
Downtown,2626,48798,3,3,1938,Poor,No,836254.95
Coastal,2359,4228,1,3,2023,Excellent,Yes,926341.25
Urban,2265,38875,5,1,1990,Poor,Yes,376807.08
Rural,2369,45312,5,1,1904,Good,Yes,723309.84
Suburban,3533,35736,3,1,2019,Excellent,Yes,549950.64
Coastal,1354,20545,2,4,2021,Poor,No,728507.98
Coastal,2884,8629,3,4,2004,Excellent,Yes,729055.64
Suburban,1905,14352,1,3,1978,Excellent,No,426601.33
Downtown,1789,19788,5,4,1917,Poor,Yes,410552.12
Suburban,4264,35243,2,4,1999,Excellent,No,675496.42
Downtown,965,40209,5,2,1959,Excellent,Yes,961929.37
Rural,2583,41568,3,2,2014,Poor,No,700145.89
Rural,2178,39913,5,3,1995,Excellent,No,767638.93
Rural,1847,24660,4,2,2017,Good,No,374962.18
Suburban,4865,33046,3,1,1920,Excellent,Yes,703517.77
Urban,4538,38974,3,1,1928,Poor,Yes,197718.8
Coastal,3159,5012,1,4,1957,Poor,Yes,184501.89
Suburban,2363,35844,3,1,1916,Good,No,606926.96
Rural,3152,4380,5,1,1939,Poor,No,514845.89
Suburban,1523,29504,6,3,1948,Excellent,Yes,502167.97
Downtown,2220,37469,4,1,1947,Good,No,666285.04
Rural,4744,10305,6,2,1980,Good,Yes,268454.59
Suburban,3214,29632,3,3,1970,Excellent,No,247351.56
Downtown,2401,23691,4,1,2022,Poor,Yes,973322.19
Downtown,1667,3153,5,2,1983,Excellent,Yes,444650.74
Rural,3434,23153,5,2,1980,Poor,No,529162.09
Urban,1435,36640,2,3,1925,Excellent,Yes,904987.8
Rural,3887,18177,2,3,1979,Poor,No,693313.24
Urban,3297,8451,3,4,1943,Good,Yes,284360.84
Coastal,2806,29734,2,1,2008,Good,No,879597.36
Coastal,3363,35773,4,1,1935,Excellent,No,516502.51
Downtown,3967,40225,5,3,1951,Good,No,356966.25
Urban,4126,35367,6,4,1903,Excellent,No,523659.83
Coastal,4998,49322,4,2,1971,Good,Yes,516676.49
Rural,4351,25942,6,3,1942,Good,No,123254.21
Suburban,4970,37728,6,1,1940,Good,No,285327.51
Coastal,2371,20052,2,2,1944,Poor,Yes,133346.94
Coastal,1275,49043,3,1,2016,Good,Yes,294773.57
Rural,3132,27331,4,3,1916,Good,Yes,445228.71
Coastal,4048,12249,2,4,1951,Good,Yes,416393.17
Coastal,3904,33707,1,3,1919,Poor,No,398460.28
Urban,2147,34104,4,1,2012,Excellent,No,688765.73
Rural,2139,17523,4,1,1907,Good,Yes,511393.77
Downtown,3836,36722,3,2,1901,Excellent,Yes,881505.86
Suburban,3872,17571,6,4,1942,Excellent,Yes,858852.41
Coastal,1548,23367,3,3,2009,Poor,Yes,559263.02
Downtown,4978,14606,4,2,1908,Excellent,Yes,733077.53
Suburban,2829,9446,2,4,1912,Poor,No,395080.48
Rural,3881,18690,5,3,2004,Poor,Yes,127441.11
Rural,1713,32945,2,3,1914,Poor,Yes,576830.25
Downtown,2666,39853,3,1,1969,Poor,Yes,548139.14
Suburban,4959,32395,6,3,1943,Excellent,Yes,231195.68
Urban,4649,9255,2,4,1971,Poor,Yes,688417.17
Coastal,4260,14512,4,1,2000,Good,Yes,337885.26
Downtown,4404,13114,2,3,1982,Good,No,874446.34
Suburban,3507,34704,6,3,1990,Good,No,945113.72
Suburban,3921,45355,3,4,1958,Good,Yes,679356.73
Rural,2354,26847,2,2,1957,Good,Yes,153822.06
Coastal,3641,31646,1,2,1952,Poor,Yes,110773.82
Downtown,4583,15225,6,3,1961,Excellent,No,229870.11
Downtown,4224,15255,4,3,1978,Poor,No,170165.58
Rural,3588,10223,4,1,1915,Excellent,No,206240.24
Rural,2597,44034,4,4,1997,Excellent,Yes,302566.74
Urban,3611,35623,2,1,1962,Poor,Yes,176643.56
Downtown,1472,38015,5,3,1945,Good,No,938113.39
Downtown,4441,28965,4,4,1916,Good,No,332227.96
Rural,4485,12956,4,2,1967,Excellent,No,179769.23
Rural,3669,46694,6,2,1901,Excellent,Yes,486800.48
Urban,2975,22687,1,2,1966,Poor,No,579594.13
Urban,1009,22515,3,4,1965,Poor,Yes,765968.08
Downtown,2566,47478,1,3,1990,Good,Yes,262648.92
Rural,884,16258,6,4,1985,Good,Yes,614703.78
Rural,2962,32168,4,3,1961,Excellent,Yes,317447.41
Suburban,2030,3224,3,3,1998,Excellent,Yes,945874.3
Downtown,4413,16328,5,3,1936,Excellent,No,814448.72
Suburban,4986,36826,3,3,1953,Poor,No,880037.37
Suburban,3189,29843,4,1,2010,Good,No,724816.43
Suburban,1345,4754,5,1,1902,Poor,No,448831.55
Urban,2334,33273,1,2,1948,Excellent,No,585815.99
Downtown,3214,26076,1,1,2007,Excellent,Yes,102822.0
Coastal,1159,40419,2,4,1910,Poor,Yes,353927.1
Rural,4927,18207,5,4,1944,Good,Yes,213892.8
Urban,1226,29472,3,2,1979,Poor,No,256119.07
Rural,3191,47974,2,4,1922,Excellent,Yes,990043.65
Rural,4703,20200,6,2,1935,Excellent,No,651992.26
Urban,4277,45728,5,4,2020,Excellent,No,861187.87
Rural,2656,43971,6,2,1953,Good,No,566510.79
Downtown,2828,24083,5,2,1947,Excellent,Yes,673420.07
Suburban,3676,20182,5,1,2020,Poor,Yes,601551.69
Urban,4524,28992,5,1,2013,Good,No,952431.29
Suburban,3437,14136,1,3,1968,Excellent,No,218877.79
Suburban,1767,44519,5,3,1948,Poor,No,569609.83
Rural,4466,19446,2,4,1966,Good,No,989486.03
Downtown,3206,9546,1,1,1963,Good,Yes,862284.36
